comentario_p1,previsao,probabilidade_de_acerto
"solicitam a chegada cedo do forma antecipada ao horario agendado , fiquei aguardando muito tempo ate a cirurgia de fato",QUEIXA,96.43%
errei kkk,OUTROS,85.24%
desculpa errei na avaliacao. muita demora pra subir no quarto,QUEIXA,97.23%
errei,OUTROS,85.24%
desculpe e 5,ELOGIO,91.67%
estou esperando a cirurgia desde mes passado e nada,OUTROS,83.71%
"errei, 5",OUTROS,85.24%
totem as vezes funciona as vezes nao,QUEIXA,96.9%
"pessimo tratamento dos funcionarios, descaso total",QUEIXA,90.97%
muito satisfeito,ELOGIO,93.51%
digitei errado,ELOGIO,91.6%
nao resolveu meu problema,QUEIXA,95.96%
recepcionista muito grossa no atendimento .so porque tem um autoatendimento,QUEIXA,96.96%
"nao ouve recepcao, de porteiro ou maqueiro",QUEIXA,96.39%
nao houve a cirurgia,QUEIXA,96.4%
"muita demora,falta equipamentos para funcionarios trabalhar,pra fazer internacao pior ainda ,dois ,tres quatro dia na observacao em cima de uma maca esperando essa tal auditoria liberar pro quarto decepcao pior que o sus",QUEIXA,97.97%
burocracia ele e um paciente acamado,QUEIXA,91.58%
desculpe mas no momento nao da,OUTROS,89.46%
nao tenho interesse,OUTROS,82.79%
"desculpe, errei. li errado! minha avaliacao com relacao a essa pergunta e 5. muito satisfeito.",ELOGIO,98.02%
nao tenho interesse,OUTROS,82.79%
errei 4,OUTROS,85.24%
era 5,QUEIXA,95.69%
"primeiro a cirurgia estava marcada para as 14h e so foi realizada meia noite, ele e um senhor de 78 anos e ficou em jejum de quase 24h, ele teve uma obstrucao tendo que voltar ao centro cirurgico, e nao davam informacoes de como estava o paciente",QUEIXA,98.14%
"nao e insatisfacao, no dia da minha cirurgia me deixaram na sala de recuperacao mais de 8 horas sem necessidade, sair da sala da cirurgia 11 00 e so fui pro quarto quase 21 00 da noite",QUEIXA,98.22%
desculpa era 5,OUTROS,74.48%
"na uti ainda nao estava minha entrada pessima acomodacao pessimo atendimento pela equipe de enfermagem o medico um absurdo de desinformado e claramente desinteressado nos pacientes sem medicacao e, por fim, a alimentacao foi servida apos as 15hs, pq insisti muito com a equipe de enfermagem e, ainda fui informado pela propria equipe, que a refeicao sempre atrava. saliento ainda, que a minha transferencia tinha sido acertada no dia anterior, ou seja, nao comunicacao nem planejamento pela equipe do hospital. um acougue!",QUEIXA,97.24%
"fui totalmente desamparada e desassistida pelos profissionais do hospital, se nao fosse a atencao dos meus familiares teria sido muito pior",OUTROS,65.4%
foi mal,QUEIXA,95.87%
ops mandei errado e 5,ELOGIO,91.6%
"nao tivemos clareza com relacao ao quadro clinico dele e depois que saiu de la, nao demorou muito ele veio a obito",QUEIXA,97.08%
muito bom,ELOGIO,91.74%
demora no atendimento na recepcao .,QUEIXA,98.11%
ele nao fez nenhuma cirurgia,QUEIXA,96.95%
muita demora na emergencia para ser atendido,QUEIXA,98.12%
"foi tranquilo, todos educados e prestativos.",ELOGIO,99.9%
demora para a realizacao da cirurgia,QUEIXA,97.94%
atendimento demorado,QUEIXA,95.64%
nao tenho interesse,OUTROS,82.79%
desculpa foi errado estava denhim o oculos e letras pequenas me atrapalhou 5,ELOGIO,90.19%
nao tenho interesse,OUTROS,82.79%
poucos funcionarios para auxiliar,QUEIXA,92.55%
e o 5 fiquei muito satisfeita,OUTROS,79.48%
"totem nao estava funcionando, e perderam meus papeis da internacao",QUEIXA,97.11%
desculpa,ELOGIO,97.65%
atendimento da recepcao desorganizado muito tempo de espera mais de 60 minutos.,QUEIXA,97.56%
desculpa,ELOGIO,97.65%
nao havia sistema de comunicacao com o convenio,QUEIXA,96.66%
nao tenho interesse,OUTROS,82.79%
falta de comunicacao,QUEIXA,97.09%
desculpa errei seria 05 muito satisfeito,ELOGIO,98.86%
"muito demorado, sem organizacao, nao tinha nem senha, a pessoa da recepcao so falava pra gente esperar e a gente ficou mais de 2 horas na recepcao esperando e so fui atendida depois que fui falar com a moca pela 2 vez",QUEIXA,98.11%
"digitei errado, 5",ELOGIO,91.6%
"a transferencia foi demorada, pois nao havia leito disponivel, e ainda passei 2 noites na sala vermelha",QUEIXA,97.61%
mandei errado,ELOGIO,91.6%
"que eu saiba minha nao vez nenhuma cirurgia ela teve infarte e problemas renal sofreu muito neste hospital ja dar mais de tres meses que ela estar com deus, sinto muito q so agora, que vcs aparece pra fazer pesquisa. este hospital tem q melhorar e muito, principalmente com relacao ao idoso. nao somos mais cliente da hapvida.",QUEIXA,97.77%
"perdao, cliquei no numero errado. retificando minha resposta, o correto seria 1 muito satisfeito",OUTROS,80.52%
demora,QUEIXA,98.06%
respondi errado,ELOGIO,91.6%
agilidade,OUTROS,83.17%
desculpa errei e 5,ELOGIO,97.65%
demora pra liberar quarto,QUEIXA,98.0%
nao tenho interesse,OUTROS,82.79%
"bom atendimento, com conhecimento, agilidade e respeito!",OUTROS,83.34%
nao precisa,QUEIXA,91.9%
desculpa digitei errado,ELOGIO,99.55%
"meu pai no foi operado, ele faleceu em agosto.",QUEIXA,93.79%
bem recebido,ELOGIO,99.38%
"equipe pessima. nao tem atendimento humanitario. nao tive nada se satisfeita la. sou autista, comuniquei ao hospital. tenho alergia a lactose avisei ao hopital. nao posso fica em lugar cheio e com barulho avisei o hopital que nao posso. nao me atende adequadamente. nao teve cuidado com a cirurgia com a bota pneumatico que e necessaria na cirurgia de grande porte . 3 dias sem comer por seletividade e alegria. a unica pessoa que nao posso reclamar e das enfermeira e das auxiliar de limpeza. voce desrespeitam a lei que o stf manda cumprir. me negado o meu direito de reparar danos pos bariatrica. o tal medico e como um tapa buraco que nao sabe da lei . so ele pra fazer toda cirurgia. tenho fac e coxa pra reparar mais me nego a fazer com ele",QUEIXA,98.19%
esperaram muito pra fazer a sirugia q o paciente terminou vindo a obito.,QUEIXA,97.31%
pessimo. hospital pessimo nada de bom pra falar de la e meu marido nao fez nenhuma cirurgia ai vc ja ve que falta profissionalismo,QUEIXA,97.8%
a pulseira nao foi impressa logo na chegada ainda na entrada solicitei uma mascara e nao me foi fornecida.,QUEIXA,96.55%
atendimento horrivel,OUTROS,84.5%
ops 5,OUTROS,85.24%
falta de comunicacao,QUEIXA,97.09%
sao muito gentil,OUTROS,77.19%
informacao da recepcao sobre o andar e sala de pre operacao erradas,QUEIXA,97.31%
errei,OUTROS,85.24%
desculpa nao verdade,OUTROS,83.49%
foi solicitado chegar cedo ao hospital. chegamos no horario estipulado no entanto ficamos aguardando cerca de 1h para atendimento na recepcao devido a troca de plantao dos funcionarios.,QUEIXA,97.33%
o totem,QUEIXA,95.53%
algumas vezes nao tem ninguem pra ajudar a registra a chegada no totem ou ninguem pra da informacao,QUEIXA,98.06%
media,OUTROS,85.24%
desculpa kkk,ELOGIO,97.65%
demora no atendimento,QUEIXA,97.91%
meu deus! nem me fale,QUEIXA,93.23%
"os funcionarios nao sao bem informados. nao obtive informacoes precisa dos procedimentos pre operatorio. tive que passar por 3 recepcoes. foi bem desgastante, pois estava muito ansiosa com a cirurgia. que era pra retirar um cancer.",QUEIXA,96.87%
ah qdo cheguei fui bem atendida so que qdo me levaram pra cirurgia eram uma 5 da manha quase 6 e so me levaram pra cirurgia que 11 horas da manha sentindo dores de cabeca pressao subindo muito pq me estressei e no quarto nao teve fiquei no ps,QUEIXA,97.72%
satisfeita desde o inicio,ELOGIO,98.48%
muito demorado para ser chamada para consultar recepcao nao tinha ninguem no momento para esclarecer duvidas,QUEIXA,97.88%
"toten inoperante, nunca consigo agendar",OUTROS,84.06%
desculpe... 5,ELOGIO,91.67%
"falta de atencao e profissionalismo! era pra eu subir 8h vieram falar 8h00, nao me mandaram tomar banho antes da cirurgia, levaram logo pro centro cirurgico, nao gostei desse hospital, nao peguei plantao bom. amei o aldeota.",QUEIXA,96.02%
fiz errado,ELOGIO,91.61%
"a cirurgia ocorreu bem, a medica e excelente. porem o tempo de espera e longo. a previsao era de 20h e so operamos a meia noite pois a recepcionista nos mandou pro local de espera errado.",QUEIXA,94.69%
"demorou um pouco o atendimento e nao era de ficha, havia somente um recepcionista para atender as pessoas que chegavam e ficavam na vez",QUEIXA,98.22%
nao teve cirugia,QUEIXA,93.99%
bem atendida,ELOGIO,98.93%
a demora no atendimento,QUEIXA,97.91%
hospital altamente irresponsavel com o paciente.,QUEIXA,93.93%
"cheguei era 7 00 da manha horas tava marcado pra 11 00 da manha so fui pra cirurgia,umas 21 45 da noite,com muita dor de cabeca e fraca por falta de comida e agua por que nao poderia nem comer ou beber.",QUEIXA,98.15%
passei bastante tempo na sala pos operatoria por nao ter leito disponivel no hospital!,QUEIXA,97.81%
desculpa vi wrrado,ELOGIO,95.22%
esta avaliacao foi errada,OUTROS,60.87%
demora para autorizar a internacao.,QUEIXA,98.2%
a espera,QUEIXA,96.6%
"tudo muito demorado, desorganizado, sem muitas explicacoes dos proximos passos ,fiquei muito tempo aguardando quarto.",QUEIXA,97.23%
desculpe,ELOGIO,91.67%
ele nao realizou cirurgia nenhuma nao,QUEIXA,95.96%
demora,QUEIXA,98.06%
6 horas esperando pra realizar a cirurgia e ficamos aguardando numa cadeira incontornavel minha mae 77 anos 6 horas esperando pra realizar a cirurgia poderiam ter colocado ela num quarto ja que demorou tanto e ela estava com muita dor,QUEIXA,98.25%
errei,OUTROS,85.24%
"nao gostei da forma como foi minha alta, uma vez que entrei pela manha, fui operado por volta das 15hrs e tive alta as 22hrs. creio que talvez nem seja pela medica que me operou mas sim pela exigencia do convenio que quer gastar o minimo com o paciente. eu ja com 77 anos ter que sair aquela hora da noite e sabe se la o que poderia acontecer no trajeto ate minha casa...",QUEIXA,97.9%
desculpa,ELOGIO,97.65%
fiquei quase uma hora esperando pra subir,QUEIXA,98.11%
"primeiramente meu pai nao fez nenhuma cirurgia. mas tanto no hospital de sbc, como o de rudge ramos, eles nao foram tao cuidadosos ou atenciosos com meu pai que sentia muita dor.",QUEIXA,96.71%
desculpa respondi errado 1f926 1f3fb 200d 2640 fe0f,ELOGIO,99.55%
desculpa,ELOGIO,97.65%
nao nos deram muita atencao,QUEIXA,97.09%
digo 4,OUTROS,85.24%
errei,OUTROS,85.24%
minha bolsa estourou as 5 da manha e eu so fui ter minha filha depois das 14h. muita demora. principalmente pq a minha cirurgia estava agendada para o mesmo dia que a bolsa estourou.,QUEIXA,98.17%
nao tenho interesse,OUTROS,82.79%
"tem unidades da hapvida ex 85 goiania nao esta operando , o restante esta ok",QUEIXA,95.82%
"um pouco de demora , muita gente",QUEIXA,98.04%
"ate a cirurgia,passei muito tempo esperando para realizar a mesma",QUEIXA,97.22%
"o coordenador da recepcao nao me recebeu bem, disse ate que nao seria possivel minha internacao!",QUEIXA,97.72%
"nao tinha totem, a porta de entrada estava fechada, tive que entrar pelo ps dar a maior volta para pelar o elevador, aguardar mais de uma hora na recepcao, mais uma hora pra pegar minha documentacao e fazer a anamnese",QUEIXA,98.22%
"perdao, errei na resposta !! fiquei muito satisfeita !",OUTROS,53.77%
nao fiz cirurgia alguma,QUEIXA,94.31%
fui direto cti,OUTROS,67.58%
ao chegar na recepcao do hospital um obstetra de plantao chegou informando os recepcionistas que nao iria atender paciente de outra medica sem nem perguntar meu nome ou conferir o agendamento do meu parto gerando um clima de constragimento e inseguranca.,QUEIXA,97.89%
cliquei no numero errado. seria satisfeito. nao tenho o que reclamar sobre nada ao chegar no hospital,OUTROS,73.68%
desculpa 5,ELOGIO,97.65%
erro na resposta o correto e 5,OUTROS,75.83%
corrigir 5,OUTROS,85.24%
"desculpe errei ao digitar, e 5 muito satisfatorio",OUTROS,69.1%
foi muito bem atendida,ELOGIO,97.82%
otimo,ELOGIO,99.95%
sobre o que e essa avaliacao,OUTROS,86.56%
ops errei me desculpe,OUTROS,69.89%
ops errado e 5,ELOGIO,91.6%
pessimo administrador do hospital ou seja pessimo o atendimento desde a internacao ate a alta hospitalar ja que foi internada em sp apos a alta em sorocaba inclusive chamei a policia no dia e fiz bo no hospital,QUEIXA,96.59%
coloquei errado,ELOGIO,90.9%
a minha esposa esta falecida,QUEIXA,93.94%
"desculpe, fiquei muito satisfeito",ELOGIO,97.04%
quer dizet,OUTROS,69.06%
"desculpe, 5",ELOGIO,91.67%
nao coloquei errado,OUTROS,68.05%
o tratamento muito bom,ELOGIO,91.69%
"os funcionarios da recepcao nunca tme informacoes exatas, nao te tratam com humanidade e ignoram o seu problema",QUEIXA,95.67%
desculpe foi errado,ELOGIO,98.68%
"cheguei ao hospital estava sem sistema, um descaso com uma mulher gravida , ja estava em trabalho de parto em ativo. na parte tambem da internacao demorou muito por conta do sistema , quando subi para internacao eu implorava por analgesia, mas estava sem sistema de novo",QUEIXA,98.15%
coloquei errado,ELOGIO,90.9%
marcou para chegarmos as 5 quando chegamos demorou muito para todo o processo ate a cirurgia,QUEIXA,97.31%
errei,OUTROS,85.24%
"meu pai nao fez cirurgia, nao sei de onde voces viram isso",QUEIXA,97.16%
eita foi errado,OUTROS,89.38%
"perdao, foi 5",OUTROS,81.6%
"se contam os funcionarios da porta de entrada que tem educacao, tratam os pais de qualquer jeito. maqueiro nao pode fazer milagre e sozinho para o hospital inteiro, isso nao existe. tem porteiro que paramos para pedir informacao e nem se quer levanta a cabeca pra responder. como sempre, o hapvida deixa a desejar",QUEIXA,97.29%
falta de atencao com o paciente.,QUEIXA,97.49%
uma idosa de 90 anos ficou quase 01 hora no carro aguardando uma cadeira de rodas,QUEIXA,98.02%
desculpe,ELOGIO,91.67%
errei o numero e 5,OUTROS,85.24%
"meu pai so fez o procedimento depois de eu fazer muita confusao. fora que passou mais de 3 dias em jejum, naquela observacao sem direito a um quarto",QUEIXA,98.21%
nao e 5,QUEIXA,97.42%
"cheguei ao hospital com a perna fraturada numa ambulancia do samu, pois foi negada a do hapvida. ao chegar ao hospital, perna fraturada e gestante de 37 semanas, nao fui colocada como emergencia, esperei muito pra ser atendida. nao tinha maca. ninguem pra dar apoio. muito mal assistida. me fizeram ir na maternidade, sendo que quando eu cheguei la fiquei sabendo que era so solicitar uma avaliacao do obstetra la no hospital mesmo. assim como foi feito posteriormente. ai fiquei passando de maca pra maca com a perna quebrada e gestante de 37 semana. por nao ter canto, me colocaram em um local que nao era apropriado e la fiquei ate a cirurgia",QUEIXA,98.22%
eu errei ao apertar eu fiquei muito satisfeita e o numero que eu ia apertar era o 5,QUEIXA,93.91%
falta de comunicacao.,QUEIXA,97.09%
recepcionista totalmente despreparada,OUTROS,86.22%
errei,OUTROS,85.24%
nao tive ajuda da recepcao ja que estava com a perna imobilizada nem ofereceu uma cadeira de rodas.,QUEIXA,98.23%
desculpa 4,ELOGIO,97.65%
"porteiro mal educado e nao sabe orientar o pacientes,recepcionista so quer ficar no celular e nao tem educacao, fala com a gente de forma grosseira e nem olha para os paciees para saber qual informacao estamos pedindo nao recomendo para ninguem esse hospital.",QUEIXA,97.15%
"ja fui na central pra tirar a digital, e nao tiraram maio luta pra tirar foto",QUEIXA,93.95%
desculpas,OUTROS,85.24%
desculpe digitei errado,ELOGIO,98.88%
coloquei errado e muito satisfeito,ELOGIO,99.24%
"eita, troquei a opcao",OUTROS,85.24%
"o atendimento alem de ser pessimo. nao tem suporte algum para o paciente, nao tinha leito, tinha 2 mulheres que estavam a mais de 24 horas sentada na cadeira no corredor esperando para ir para cirurgia, uma estava com o pe totalmente fraturado nos corredores sentado em cadeira de plastico, sequer uma maca tinha , eu cheguei as 8 da manha do dia 20 de agosto , fui atendo pelos medicos que pelo menos os medicos esses sim foram nota 1000 em seus atendimentos, fiquei no corredor com o braco quebrado ate as 2 da manha do dia 21, ai conseguiram um leito , passei o dia 21 todo esperando essa cirurgia , que so foi feita as 1 da manha do dia 23 , passando assim 24 horas sem me alimentar apenas tomando agua de coco esperando essa cirurgia, depois q fiz a cirurgia do pos operatorio sao faltaram me deixar na calcada para eu ir embora , no dia 20 as 20 horas que foi me falado que minha cirurgia nao iria ser feito aquele dia , sim no prx e queriam q eu ficasse no corredor nas cadeiras de plastico, isso e um absurdo fui falar com a enfermeira responsavel e a mesma falou q era com o supervisor que se encontrava la no outro lado do hospital, fui la com muita dor e o braco quebrado para tentar conseguir um leito ai la o mesmo jogou a responsabilidade para enfermeira novamente e chegando la a mesma coisa que nao tinha leito algum q so tinha 6 leitos e estavam ocupados, o hospital sem suporte nenhum ai perguntei quem eu falaria acima dela para tentar resolver e nao tinha ninguem la no hospital so em horario comercial, resumindo se tiver um problema so tem ninguem que resolva fora do horario comercial, depois de muito questionamento q eu estava desde das 8 da manha la com o braco quebrado sentindo muita dor , as 2 da manha conseguiram um leito para mim , depois foi a dificuldade para fazer essa cirurgia, desse procedimento todo a unica parte q realmente fui tratada melhor foi pelos medicos, pq a parte da enfermagem realmente queria muito ajudar mas como uma logistica que nao suportava eu via as mesma se matando de tanto trabalhar e aguentar reclamacao que a mesma nem culpa tinha e sim o culpa seria a propria administracao do hospital que nem tem suporte algum para tantos pacientes,",QUEIXA,98.27%
