grupo,comentario_p1
RECEPÇAO,"pessimo atendimento na recepcao, cheguei em trabalho de parto ninguem me ajudou, ninguem pegou uma cadeira de rodas, pediram que meu esposo pegasse."
ADMINISTRATIVO,"primeiro meu filho e cadeirante chega ai nao tem prioridade ele internou com ferida saindo sangue e pus, era para fazer uma ressonancia e foi feito tomografia, nao tinha nada a ver com o pedido do medico. foi feito a ressonancia e fizeram de qualquer jeito, faziam em uma semana e na outra queriam refazer falando que era chegar ai seria prioridade demorou quase 50 minutos."
RECEPÇAO,demora pra atender
ADMINISTRATIVO,"demora para realizacao dos exames de laboratorio clinico, no horario noturno."
RECEPÇAO,"demora para ser atendido, a falta de vontade das recepcionistas de dar informacoes"
RECEPÇAO,ninguem te da um apoio
RECEPÇAO,"ela chegou, nao consegui pegar a senha de atendimento, pois ela precisava de cadeiras de rodas, demorou mais de 15 minutos para conseguirem uma cadeira para pessoa com sobrepeso. precisamos brigar para pegar a senha sem a digital dela e ser atendidas."
ADMINISTRATIVO,fiz uma cirurgia em 2019 esqueceram um tal de um basket dentro de mim e depois de muitos exames e a mais o menos dois anos descobrir que esse basket estava dentro de mim ai comecou a minha tortura vai para medico coloca duplo j tira duplo j coloca duplo j e eu continuo com dores intensas todos os dias e nao me da uma posicao para retirar esses negocio de dentro de mim ta complicado ja abri varias reclamacoes da ans e nao resolve
ADMINISTRATIVO,"tudo e pessimo nesse hospital, o tempo todo um barraco, eu ainda nao entendi como esse hospital ainda esta atendendo com tanta briga e confusao. perderam meus exames."
RECEPÇAO,demora
ADMINISTRATIVO,"minha mae nao fez a cirurgia ate hoje! ficou 11 dias internada com crise de pancreatite e nao a operaram. por fim, ela precisou voltar do zero e quando finalmente estava com o risco para poder marcar a cirurgia, disseram que nao teria medico para liberar e que toda equipe havia sido desligada. resumindo? minha mae esta ate hoje aguardando a liberacao do plano para operar. estou entrando com uma nip contra voces e acionarei a justica. minha mae esta sentindo fortes dores novamente, a barriga esta super dilatada e eu nao vou esperar perder ela para agir. isso e desumano!"
ADMINISTRATIVO,"estou ate hoje esperando a liberacao de um exame , alias ja ate realizei na credenciada"
RECEPÇAO,estrava sofrendo um avc e ja estava na cadeira de rodas e a demora foi um pouco demais pra minha condicao
RECEPÇAO,muita demora nao faz realmente o que tem que ser feito
ADMINISTRATIVO,nao consegui usar o totem e nao tinha ninguem pra auxiliar
RECEPÇAO,me pareu meio desorganizado a recepcao as recepcionista todas de cara feia
ADMINISTRATIVO,"pessimos profissionais, inexperiencia, tudo de mais ruim que posso relatar de um plano de saude que nao pago nada barato, pessimas instalacoes, pessimo atendimento, falta de treinamento, para ser ruim precisam melhorar muito, exame mal realizado, informacoes passadas pelo medico sem fundamento, relato na alta feito de forma errada, informacoes faltantes na execucao da cpre, falta de higiene, falta de educacao dos funcionarios, apartamentos sem limpeza e sem a devida desinfeccao para receber um proximo paciente, falta de informacao, medicos prescrevendo alta sem medicacao, resumindo lamentavel. tenho do de quem nao pode optar em sair."
RECEPÇAO,"fui muito bem atendido, apesar da demora na internacao."
ADMINISTRATIVO,fui de ambulancia com a transferencia de outro hospital e na chegada me colocaram no pronto socorro com outros pacientes e demorando no atendimento
ADMINISTRATIVO,hoje tinha um exame de angiografia na unidade santa cecilia e feito todo processo na recepcao na hora de fazer o exame me informaram que a maquina nao esta funcionando
ADMINISTRATIVO,"sim, quase morri em abril e maio por causa de negligencia no pronto atendimento, fiz hemodialise estou de risco fazem cirurgia atras de cirurgia e a pedra continua nos meus rins, ninguem me passa para o nefrologista, meus cabelos cairam quase todo, estou abandonada aqui em casa aguardando outra cirurgia. nao aguento mais fazer tantos exames e ninguem resolve meu problema, desculpa voce nao tem culpa, mas to em desespero, vao esperar eu morrer para dizer fatalidade."
TOTEM,nem sempre funciona principalmente no hospital sao bernardo
RECEPÇAO,demora
ADMINISTRATIVO,"meu exame nao foi realizado por falta de leito marquei o exame com dois meses de antecedencia me mandaram para casa falando que avisariam no outro dia para voltar quando estivesse o leito disponivel, ate a data de hoje nao recebi nem uma resposta isso e um desrespeito com os pacientes."
RECEPÇAO,o paciente o chegar fica perdido com os totem e as poucas informacoes que precisam
ADMINISTRATIVO,muito boa toda equipe desde portaria ate os medicos excelentes.
RECEPÇAO,"sim, fomos muito mal atendidas desde a entrada no hospital"
ADMINISTRATIVO,"solicitei tambem o prontuario dele e ate agora nao entraram em contato comigo, ja vai fazer 3 meses. voces nao tem respeito com pacientes e nem com familiares dos mesmos, gostaria que o santa amalia voltasse. porque essa hapvida porcaria nao faz jus a convenio."
RECEPÇAO,desinformacao na recepcao
TOTEM,"o aparelho digital nao estava funcionando devidamente , saiam varias etiquetas."
ADMINISTRATIVO,"paciente diz que mora no guaruja e precisa fazer um trajeto muito longo para ser atendido, e todo um itinerario de sair mais cedo de casa para conseguir chegar ao hospital para realizar o seu tratamento oncologico."
RECEPÇAO,demora no atendimento
RECEPÇAO,"reclama que precisou ficar sentada em um banco esperando por horas, ficando cerca de 18 horas em jejum."
RECEPÇAO,atendimento duvidoso! internacao tumultuado.
RECEPÇAO,"tive que fazer uma cirurgia de emergencia do pulmao , nunca fiz cirirgia ou seja quase nao uso o convenio so pago , primeiro fui p o n9ssa senhora do rosario , atendimento pessimo a nao ser da dr.vitoria o resto so jesus,fui por varias vezes tomava um sorinho e me mandava vir embora ,ate que agravou o meu quadro , peguei umas roupas em uma sacola um uber e voltei, fiquei das 11 da manha ate as 11 da noite , o ambulatorio todo sujo lotado nao cabia mas gente ,bom meu filho saiu do servico e foi pra la ate que tomaram uma providencia , me internaram por 3 dias tomando antibiotico ai a medica me deu alta , ainda questionei nao e cinco ou 7 dias de antibiotico ela disse que nao , vim embora e fui piorando febre almentando ja nao andava mais e fora a dor , de baixo de uma chuva chamei um uber ele teve que entrar na minha casa pq nao ficava mais em pe ,voltei p o nossa senhora do rosario ,me colocaram no isolamento e me trasaferiram para o sauvalo fiquei sentada em uma cadeira das 8 da noite ate as 3da manha p me colocarem em uma maca eu ruim com febre sem andar e com dor , ai meu nariz comecou a sangra alem do nariz eu vomitava sanguem , ai comecaram falar que estava com tuberculose, fiquei desesperada sozinha e chorando, escutava no corredor que tinha uma tuberculosa isolada , banheiro vazando agua nao dava p eu entrar , tdo sujo de merda , nao dava p usar pedia p limpar foi uma noite tda p tomarem providencia , mas o banheiro continuava vazando , ao resolveram fazer uma cirurgia em mim , fiz a cirurgia no pulmao , me isolaram novamente na uti , bom sai da uti com uma mangueira na minhas costas ate a mangueira tdo bem , fui p um quarto isolada tbm , so que o atendimento pessimo , continuava os comentarios no corredor da tuberculosa , so recebi uma visita pq a moca falou que iria entrar , pois eles falavam que eu estava com tuberculose , sendo que os exames nem tinham saido , eu ja nao tinha mais veia p colocar medicacao , ai chorava , ai comecaram me tratar como um nada , me entra um assistente de enfermagem e diz vc esta de alta , questionei como assim , nao e o medico que tem que vim me dar alta , e medicacao p eu tomar em casa , questionei novamente o que eu tenho pq ate agora nao me falaram , tuberculose nao era , entao o que e ?? nao me falaram que tinha que fazer curativo nas costas tdos os dias , ou seja nem a chefe da infermeira veio me orientar , veio um aux de enfermagem que sabia menos que eu , nao me avisaram que tinha que marcar com o cir.torax, que me falou fou atendente do sac , pq liguei p marcar consulta com o pneumologista, ela que me informou que tinha que passar no pos cirurgico , que marquei a semana passada e remarcaram p amanha dia 16, espero que nao desmarque pq quero saber o que eu tive , descaso total ,me senti um lixo dentro do hospital dos dois ,o sus talvez me trataria melhor , caso queira saber o que achei , uma merda de atendimento p quem tem o plano a 33 anos e mau uso ."
RECEPÇAO,o atendimento foi muito bom
RECEPÇAO,"cheguei as 7 00 da manha na emergencia, ficando de forma desconfortavel aguando vaga para internacao, acontece nao as apos as 18 30."
ADMINISTRATIVO,"reclama da transferencia, pois nao tinha leito, nao tinha nada pronto, perderam o prontuario, muita lotacao."
RECEPÇAO,o atendimento foi rapido porem muito baguncado e muita gente perdida sem saber o que tinha que fazer.
RECEPÇAO,"filha da paciente relata que a paciente chegou desmaiada, nao tinha cadeira de rodas e no totem nao teve prioridade."
ADMINISTRATIVO,"pronto socorro para os idosos lotado onde eu tive que esperar, sendo o pronto socorro para nao idosos vazio, nao tem logica deixar um dos prontos socorros lotado de idosos esperando e o outro pronto socorro com medicos estando vazio."
ADMINISTRATIVO,"minha mae ficou mais de 24 horas onde os pacientes sao atendidos para tomar medicacao, sendo que ela so precisava ir para o quarto aguardar a cirurgia que ja tinha sido previamente combinada na semana anterior, neste local onde ela ficou desnecessariamente ela a todo momento estava tendo contato com pessoas com distintas doencas, principalmente respiratorias onde poderia ter adquirido alguma outra doenca como h1n1 ou covid, so de pois disso foi para o quarto onde ficou mais 24 horas ate a cirurgia. a cirurgia ocorreu somente no dia 29 05, ocorreu tudo bem, mas depois muitas informacoes desencontradas sobre exames, resultados, data da alta, o medico responsavel pelo andar dizia uma coisa, o neurocirurgiao outra, ou seja, demonstraram uma falta de comunicacao. alem disso o sistema de digital e horrivel, varias vezes ao dia, noite e madrugada, simplesmente entram na sala pessoas de varios setores, simplesmente para pegar a digital da minha mae sem realizar nenhum procedimento, isso e pessimo, pois ja tem os momentos de medicacao e monitoramento, ou seja, uma pessoa que acabou de fazer uma cirurgia nao consegue nem descansar direito. pessoas inclusive que trabalham limpando o hospital pegam na mao dos pacientes para colocar a digital no celular sem luvas, aumentando o risco de infeccao para os pacientes."
ADMINISTRATIVO,a demora de altorisacao para marca exame
RECEPÇAO,demora
RECEPÇAO,a demora. pegaram minha pasta com exames pre operatorios e nao me devolveram na alta
RECEPÇAO,esse hospital e uma bagunca des de as recepcionista ate os medicos nao sabem nem o que fazem
RECEPÇAO,muita demora
RECEPÇAO,reclama da demora para atendimento.
RECEPÇAO,no atendimento ao ser internada
ADMINISTRATIVO,demorou para receber a autorizacao da cirurgia.
RECEPÇAO,demora para a internacao
RECEPÇAO,"atendimento desumano! idosos jogados como se estivessem ali sem motivo, entre outras reclamacoes que sao muitas"
RECEPÇAO,"recepcionista com pouca empatia pra realizar cadastramento facial , minha mae idosa, sem verbalizacao nenhuma, com um quadro de alzheimer avancado, pedi pra cadastrar a pulseira, mas infelizmente nao fui atendida, gerando uma espera desnecessaria"
RECEPÇAO,"eu precisava mesmo relatar varias falhas em relacao a muita coisa que aconteceu, nao so na recepcao, mas durante toda internacao."
RECEPÇAO,dificuldade na entrada estacionamento mt demorado com funcionarios ineficientes.
RECEPÇAO,durante a chegada correu tudo bem . pode voltar para nota 4
ADMINISTRATIVO,"primeiro que ele tinha 86 anos tinha pq morreu...faz 15 dias por que na ultima internacao ele desidratado, desnutrido , com diarreia severa vcs praticamente nos expulsaram do hospital com a pressao dele 19 e glicemia 300 hospital salvalus antes ficou por 18 horas no ps idoso por 18 hs sentado na cadeira de rodas esperando a internacao o ps parece uma feira medicos e enfermagem parecem que estao no bar da esquina em uma festinha particular falando alto dando beijinhos de oi e etc medicos estudantes talvez? tratando mal pq eu reclamava do tempo de espera....como se estivessem fazendo um favor para a pessoa que paga o convenio. uma vergonha. vcs sao uma vergonha! podem olhar os prontuarios dele se e que vcs arquivam. uma desorganizacao total!"
